,id,day,title,content
10,98423,2022-01-01,天安门广场举行2022年元旦升国旗仪式,>    2022年新年第一天，天安门广场举行了隆重庄严的升国旗仪式。        在今天（1月1日）的天安门广场升旗仪式现场，还有一些特别的观众，他们曾参与庆祝中国共产党成立100周年大会。今天，他们重返现场，重温誓言。            
11,98431,2022-01-01,巴赫：对北京冬奥会充满信心,>    国际奥委会主席巴赫2021年12月31日发表新年致辞，表示对北京冬奥会成功举办充满信心。        巴赫指出，国际社会对北京冬奥会的支持是显而易见的，是广泛的。联合国大会通过的北京冬奥会奥林匹克休战决议再次证明，只有每一个人都尊重奥运会，超越政治分歧，才可以实现团结世界的使命。        
12,98420,2022-01-01,新华社长篇通讯：鲲鹏展翅九万里——以习近平同志为核心的党中央引领中华民族迈向伟大复兴述评,>    新华社今天（1月1日）播发长篇通讯《鲲鹏展翅九万里——以习近平同志为核心的党中央引领中华民族迈向伟大复兴述评》。        
13,98425,2022-01-01,歌曲《领航》唱响大江南北,>    岁末年初，歌曲《领航》在各地广泛传唱，温暖、高昂的旋律激励着人们积极投身到实现中华民族伟大复兴中国梦的事业中。        歌曲《领航》是为庆祝中国共产党成立100周年而创作的，是人民群众“永远跟党走，奋进新征程”的深情表达。在辞旧迎新的岁末年初，在山西太原、广东广州、吉林长春、中央财经大学，人们同唱一首歌，表达对党和祖国的美好祝福。铿锵的旋律、深情的歌声汇聚成一种向新向前的力量和底气，激励人们在新征程上勇往直前。        
14,98434,2022-01-01,江山壮丽,>    神州大地，江山壮丽。节目最后，我们一起继续领略美丽中国。        
15,98432,2022-01-01,美新冠疫情严重 多所大学恢复线上授课,>    截至北京时间今天（1月1日）16时，美国累计确诊病例超过5474万例，累计死亡病例超过82.55万例。2021年12月31日，美国报告单日新增确诊病例为497180例。单日新增死亡病例1238例。        路透社2021年12月31日汇总数据显示，过去8天内，美国日均新增病例达到32.9万例，创新高。受疫情影响，美国密歇根州大学和迈阿密大学宣布，春季开学后都将以线上形式授课。杜克大学当天也宣布，将增加线上授课课时。            英国 意大利单日新增病例达新高            2021年12月31日，英国和意大利的单日新增病例均为新高。                  南极一座比利时科考站暴发疫情            近期，一座位于南极的比利时科考站暴发疫情。该科考站25名人员中，有约三分之二的人感染。目前还不清楚疫情源头。该站已暂停接纳新的人员。        
16,98419,2022-01-01,踔厉奋发 我们一起向未来——习近平主席新年贺词在全国各地引发热烈反响,>    新年前夕，国家主席习近平发表了二〇二二年新年贺词。习主席的讲话饱含深情，鼓舞激励着亿万华夏儿女，大家表示，要更加紧密地团结在以习近平同志为核心的党中央周围，一起向着更加美好的未来不懈奋斗。        回首2021年，意义非凡。习近平主席指出，“两个一百年”奋斗目标历史交汇，我们开启了全面建设社会主义现代化国家新征程。在这一年，34岁的斯朗旺扎成为拉林铁路开通当天首发“复兴号”列车司机。        2021年，我们隆重庆祝中国共产党成立一百周年，在中华大地上全面建成了小康社会，“十四五”实现良好开局。习近平主席指出，我们亲历了党和国家历史上具有里程碑意义的大事。        民之所忧，我必念之；民之所盼，我必行之。在福建沙县俞邦村，在广西全州毛竹山村，习近平主席的深情话语温暖人心。             从生态文明建设前沿到冬奥会备战现场，从重点工程建设工地到疫情防控一线，习近平主席的新年贺词催人奋进。             在遥远的中国空间站，航天员们也实时收看了习主席的新年贺词。        在新年贺词中，习近平主席真诚期盼全体中华儿女携手向前，共创中华民族美好未来。                
17,98440,2022-01-02,2022 我们的打开方式,>    2022您将如何开启新的一年呢？新年海采《2022 我们的打开方式》，一起来听听大家怎么说。        
18,98442,2022-01-02,RCEP生效 为全球经济注入新动能,>    《区域全面经济伙伴关系协定》（RCEP）的生效实施催生更多新发展机遇，为全球经济注入新动能。        海关总署最新统计，RCEP生效首日，我国出口企业申领原产地证书和开具原产地声明共505份，全国海关共验放协定项下的进出口货物货值超2亿元。        目前，我国与RCEP成员国贸易额占我国贸易总额三分之一左右。商务部表示，RCEP生效实施为构建新发展格局提供有力支撑，也将为中国以及世界经济增长注入新的动力。             从货物贸易看，90%以上的货物贸易将最终实现零关税。从投资领域看，各成员对非服务业投资采用负面清单方式作出高质量承诺，同时加强了投资保护。RCEP生效，将推动域内经济要素自由流动，强化成员间生产分工合作。                
19,98435,2022-01-02,习近平同乌兹别克斯坦总统就中乌建交30周年互致贺电,>    2022年1月2日，国家主席习近平同乌兹别克斯坦总统米尔济约耶夫互致贺电，庆祝两国建交30周年。        习近平指出，建交30年来，中乌关系与时俱进、开拓进取，树立了和睦相处、合作共赢的国际关系典范。特别是双方在改革开放和发展振兴进程中相互学习、相互借鉴，在抗击新冠肺炎疫情合作中和衷共济、守望相助，成为名副其实的全面战略伙伴。        习近平强调，我高度重视中乌关系发展，愿同米尔济约耶夫总统一道努力，以两国建交30周年为契机，共同谱写中乌全面战略伙伴关系历史新篇章，造福两国和两国人民。        米尔济约耶夫表示，过去30年是乌中两国人民千百年友好交往史上的亮丽篇章。在习近平主席亲自关心下，乌中全面战略伙伴关系蓬勃发展，双方各领域合作顺利推进，人文交流不断加强，在国际和地区组织框架内密切沟通。乌方愿同中方深化共建“一带一路”合作，推动乌中友好关系和两国全方位合作进入历史新阶段。        
20,98436,2022-01-02,习近平就希腊前总统帕普利亚斯逝世向希腊总统萨克拉罗普卢致唁电,>    国家主席习近平2021年12月31日就希腊前总统帕普利亚斯逝世向希腊总统萨克拉罗普卢致唁电，代表中国政府和中国人民表示深切哀悼。        习近平指出，帕普利亚斯先生是希腊杰出的政治家和领导人，也是中国人民的老朋友。他长期致力于深化中希友好，积极推动双边各领域务实合作，坚定支持北京举办2008年夏季奥运会和2022年冬季奥运会，为中希全面战略伙伴关系发展作出重要贡献。我高度重视中希关系发展，愿同萨克拉罗普卢总统一道努力，深化两国传统友谊，推动各领域合作不断取得新成果，造福两国和两国人民。        
21,98441,2022-01-02,凝聚力量 各地唱响《领航》,>    连日来，歌曲《领航》在各地传唱，凝聚力量，激励人们在新征程上勇毅前行。        在国家博物馆，中央民族乐团50多位艺术家以快闪的形式，共同演奏唱响《领航》，艺术家们对《领航》进行了民族化的配乐改编，歌曲呈现出浓浓的中国味道。        在安徽合肥渡江战役纪念馆、在天津群众艺术馆、在四川成都和大凉山等地，来自高校的师生、艺术工作者和当地群众身着盛装，共同唱响《领航》。        在中国农业大学的校园里，师生们用快闪的方式唱响《领航》，用歌声致敬伟大的党、伟大的时代。             
22,98445,2022-01-02,国内联播快讯,>                2022年铁路春运火车票明日开售            记者从国铁集团获悉，2022年铁路春运火车票将于明日（1月3日）开始发售。此次春运车票提前15天发售，整个春运期间，全国铁路预计发送旅客2.8亿人次。            2022年上半年女兵应征报名工作全面启动            2022年上半年女兵应征报名已于昨天（1月1日）全面启动，报名截至2月10日18时。应征对象为年满18至22周岁的普通高等学校全日制应届毕业生及在校生，符合条件的2021年毕业生也可报名，详情可登录全国征兵网。            国家冬季两项中心无障碍设施建成完工            昨天（1月1日），国家冬季两项中心无障碍设施建设全部完工，包括设置无障碍流线、配置轮椅假肢维修间等，确保残疾人运动员安全参赛，场馆还设置了75个无障碍席位等无障碍观赛设施。赛时，还将有专业人士提供无障碍服务和信息，确保场馆环境全程无障碍。            广西北部湾港集装箱年吞吐量突破600万标箱            2021年，广西北部湾港年集装箱吞吐量首次突破600万标箱，连续5年增幅超10%。2021年全年，该港口新增航线12条，目前共有航线64条，基本实现东盟国家及全国沿海主要港口全覆盖。            大庆油田天然气年产量达50亿立方米            昨天（1月1日），中国石油大庆油田发布，2021年完成国内外油气产量当量4322.6万吨，同比增加19.6万吨。其中，天然气年产量达50亿立方米，创历史新高。                
23,98444,2022-01-02,国家卫生健康委通报最新疫情,>    国家卫生健康委今天（1月2日）通报，1月1日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增新冠肺炎确诊病例191例。其中境外输入病例60例，含6例由无症状感染者转为确诊病例；本土病例131例，含1例由无症状感染者转为确诊病例。截至1月1日24时，现有确诊病例3013例。截至1月1日，各地累计报告接种新冠病毒疫苗284126.9万剂次。        
24,98446,2022-01-02,国际社会高度评价习近平主席新年贺词,>    国际各界人士高度评价习近平主席的新年贺词，认为贺词充分展现“人民至上”的执政理念。中国的发展成就和经验为世界树立了典范。        多国专家表示，习近平主席呼吁世界各国风雨同舟、团结合作，中国通过参与全球疫情防控、推动“一带一路”建设等，以实际行动树立了全球合作典范。        
25,98448,2022-01-02,国际联播快讯,>                美国2021年恶性枪支暴力案件创纪录            美国“枪支暴力档案”网站最新数据显示，在刚刚过去的2021年，美国发生“一次死伤4人以上的”恶性枪支暴力案件693起，全年共有44766人死于包括自杀在内的枪支暴力，达到该网站自2013年开始统计以来的最高纪录。另据芝加哥警方的数据，芝加哥市2021年发生凶杀案797起，达到自1996年以来的最高。        调查显示，目前美国拥有枪支的人数约为8140万，枪支泛滥、枪支暴力已经成为美国社会的一个顽疾。            大批伊拉克民众举行反美集会            在伊朗高级将领苏莱马尼等人在伊拉克遇袭身亡两周年即将到来之际，大批伊拉克民众1日在巴格达广场举行集会，高喊“美国的恐怖主义必须结束”，并要求美国和外国军队从伊拉克全面撤出。连日来，伊拉克民众已经举行了多场悼念苏莱马尼及反美抗议活动。        2020年1月3日，美军在伊拉克首都巴格达发动袭击，炸死伊朗伊斯兰革命卫队下属“圣城旅”指挥官苏莱马尼等人。        
26,98438,2022-01-02,在强国强军道路上昂首阔步行进——习近平主席2022年新年贺词在全军部队引发热烈反响,>    习近平主席的新年贺词在全军部队引发热烈反响。广大官兵表示，要坚定不移听党指挥，矢志强军、保家卫国，为实现第二个百年奋斗目标、实现中国梦强军梦作出新的更大贡献。        2021年是党和国家历史上具有里程碑意义的一年，人民军队始终与党和国家事业一起发展、共同进步。回首意义非凡的一年，习主席说，人民解放军指战员、武警部队官兵矢志强军、保家卫国……无数平凡英雄拼搏奋斗，汇聚成新时代中国昂扬奋进的洪流。        习主席的新年贺词全面回顾成就，深切表达牵挂，热切展望未来，从西北大漠的驻训场到东南沿海演训一线，从边防哨所到远海大洋护航编队，习主席的讲话让全军官兵心潮澎湃、倍感温暖。        2022年，人民军队将迎来建军95周年，继续向着实现建军一百年奋斗目标砥砺前行。广大官兵坚定表示，要按照习主席指引的方向，埋头苦干实干，锚定全面建成世界一流军队奋力攻坚。        
27,98439,2022-01-02,天南地北齐欢庆 多彩活动过新年,>    天南地北齐欢庆，人们在喜乐祥和的氛围中欢度元旦假期。        辞旧迎新，甘肃兰州老街点亮3000多盏特色花灯，传统文化与现代科技巧妙结合，吸引市民驻足欣赏；在河北石家庄，各大楼宇建筑上呈现出火箭腾空、“中国梦”等动感画面，人们在璀璨灯火中开启奋进的新一年。        在天寒地冻中戏雪观灯别有一番韵味，在黑龙江哈尔滨，冰雪大世界各种造型的冰雕雪雕让游客大饱眼福；在吉林梅河口，人们沉浸在关东乡土民俗中；而在海南三亚，丰富多彩的夜间游玩和互动体验项目给节日增添了浓浓的滨海风情。        元旦假期，黄河壶口瀑布进入冬季最佳观赏期，景区在做好接待的同时，提醒游客注意个人防护。在云南怒江，来自全国各地的近百名选手挑战激流，感受竞技的快乐。这两天，成都大熊猫繁育研究基地扩建区开园了，43只大熊猫入住新家，成为市民开展亲子活动、亲近自然的好去处。        欢度假日，在江苏南京栖霞山登高望远，许下新年心愿；在内蒙古阿尔山溜冰、滑雪，感受冰雪魅力；在新疆玛纳斯自驾游，欣赏雪后初霁的天山和七彩丹霞地貌。天南地北的人们，在旅途中感受祖国的壮丽河山。        
28,98443,2022-01-02,我国第二台华龙一号核电机组并网发电,>    记者从中国核工业集团有限公司了解到，1月1日22时35分38秒，我国自主三代核电华龙一号福清核电6号机组首次并网发电，成为全球第三台、我国第二台华龙一号并网发电机组。        每台华龙一号机组装机容量116.1万千瓦，年发电能力近100亿度，相当于每年减少标准煤消耗312万吨、减少二氧化碳排放816万吨。        目前，华龙一号全球首堆福清核电5号机组、华龙一号海外首堆巴基斯坦卡拉奇2号机组已于2021年先后投入商运。        
29,98449,2022-01-02,江山壮丽,>    美丽中国，风光无限。节目最后，让我们一起感受大美中国的锦绣山河。        
30,98447,2022-01-02,美国多州单日新增确诊病例再达新高,>    截至北京时间今天（1月2日）16时，美国累计确诊病例超过5486万例，累计死亡病例超过82.58万例。1月1日，美国报告单日新增确诊病例为115984例。            美国多州单日新增确诊病例再达新高            据美国哥伦比亚广播公司1日报道，在美国疫情加剧恶化的情况下，纽约、新泽西、阿肯色和马里兰等15个州都报告了新增病例数的新高。全美范围内，近一周报告了超过220万例确诊病例，达到新高。        根据美国全国广播公司的报道，在新冠肺炎疫情期间，美国有数百名地方医疗官员被迫辞职，辞职的原因包括政治纷争、遭到安全恐吓等。            英国每5人中有一人确诊新冠肺炎            根据英国1日公布的数据，英国仅英格兰地区的单日新增新冠肺炎确诊病例就超过162000例。截至当天，英国累计新冠肺炎确诊病例超过1310万例，相当于英国每5个人中就有1人确诊。        
31,98437,2022-01-02,逐梦新征程 奋斗创未来——习近平主席2022年新年贺词在全国各地引发热烈反响,>    连日来，习近平主席发表的新年贺词在全国各地引发热烈反响。习主席铿锵的话语、殷切的关怀、深情的祝福，点燃了亿万人民的奋斗激情。大家表示，要更加紧密地团结在以习近平同志为核心的党中央周围，踔厉奋发、笃行不怠，一起向未来。        在广袤的中国大地上，从城市到乡村，从工厂到学校，习近平主席的新年贺词催人奋进。在乌蒙山腹地的贵州黔西市化屋村，新年贺词让苗家儿女倍感温暖。这个曾经的深度贫困村通过发展旅游等产业，在乡村振兴的道路上越走越宽。元旦假期，村里的苗绣车间忙得火热，大家正加紧赶制新年的第一批订单。        在世纪工程南水北调中线丹江口水库水质检测现场，今天（1月2日），渠首生态环境监测中心的工作人员正在进行2022年首次人工采样监测。习近平主席的新年贺词让这里的工作者们备受鼓舞。        大国之大，也有大国之重。千头万绪的事，说到底是千家万户的事。习近平主席的深情话语直抵人心。        在新年贺词中，习近平主席回顾难忘的“中国声音、中国瞬间、中国故事”，点赞“无数平凡英雄拼搏奋斗”。大家表示，要乘势而上，继续奋斗，在新时代新征程上展现新气象新作为。        
32,98456,2022-01-03,2022 我们的打开方式,>    新年海采《2022 我们的打开方式》，一起去感受追梦人的新年新愿望。         
33,98450,2022-01-03,习近平分别同哈萨克斯坦首任总统纳扎尔巴耶夫、总统托卡耶夫就中哈建交30周年互致贺电,>    2022年1月3日，国家主席习近平分别同哈萨克斯坦首任总统纳扎尔巴耶夫、总统托卡耶夫互致贺电，庆祝两国建交30周年。        习近平在致纳扎尔巴耶夫的贺电中指出，建交30年来，中哈关系与时俱进，开拓创新，始终保持蓬勃发展势头，成为邻国间睦邻友好、互利共赢的典范。纳扎尔巴耶夫首任总统坚定奉行对华友好政策，为推动两国关系发展、深化共建“一带一路”合作作出卓越贡献，我对此高度评价。        习近平强调，纳扎尔巴耶夫首任总统是我的老朋友，我珍视同纳扎尔巴耶夫首任总统建立的良好工作关系和深厚个人友谊。我高度重视中哈关系发展，愿同纳扎尔巴耶夫首任总统一道努力，推动中哈永久全面战略伙伴关系行稳致远，造福两国和两国人民。        习近平在致托卡耶夫的贺电中指出，中哈互为友好邻邦和永久全面战略伙伴。建交30年来，两国关系始终保持高水平运行，政治互信不断深化，各层级交流日益密切，共建“一带一路”合作成果丰硕，给两国人民带来实实在在的好处。        习近平强调，中方将一如既往支持哈萨克斯坦走符合本国国情的发展道路。我高度重视中哈关系发展，愿同托卡耶夫总统一道努力，以建交30周年为契机，巩固中哈传统友好，深化两国战略对接，推动中哈永久全面战略伙伴关系再上新台阶，造福两国和两国人民。        纳扎尔巴耶夫表示，中国是最早承认哈萨克斯坦独立的国家之一。双方在相互信任和彼此尊重的基础上，建立哈中永久全面战略伙伴关系。哈方愿同中方一道，推动哈中各领域合作取得更大发展。        托卡耶夫表示，建交30年来，哈中为国际社会发展国家间关系树立了典范，成为欧亚地区稳定繁荣的重要因素。双方彻底解决了历史遗留的边界问题，将两国共同边界打造成哈中友谊与团结的桥梁。我愿同您一道，为发展哈中关系作出更大努力。        
34,98451,2022-01-03,勇毅笃行 在新时代新征程上赢得更加伟大的胜利和荣光——习近平主席2022年新年贺词在全国各地引发热烈反响,>    习近平主席在新年贺词中指出：“两个一百年”奋斗目标历史交汇，我们开启了全面建设社会主义现代化国家新征程，正昂首阔步行进在实现中华民族伟大复兴的道路上。奋斗创造历史，实干成就未来。大家表示，要更加紧密地团结在以习近平同志为核心的党中央周围，万众一心，勇毅笃行，在新时代新征程上赢得更加伟大的胜利和荣光。        在二〇二二年新年贺词中，习近平主席心系民生冷暖、情牵万家灯火，强调“民之所忧，我必念之；民之所盼，我必行之”，真挚的话语鼓舞人心。在青海西宁文亭巷社区，新年贺词也温暖着社区里的29个民族的2万多名群众。元旦假期，社区举办联欢会，各族群众一起欢度佳节。        在云南，2021年北上南归的象群正在西双版纳国家级自然保护区悠闲生活。为更好地保护亚洲象，目前，创建亚洲象国家公园的前期调研已经展开。习近平主席的新年贺词让这里的工作者们备受鼓舞。        从平凡英雄的拼搏奋斗感受追梦圆梦的时代洪流。习近平主席在新年贺词中指出：在飞逝的时光里，我们看到的、感悟到的中国，是一个坚韧不拔、欣欣向荣的中国。        奋斗创造历史，实干成就未来。大家表示，要踔厉奋发，笃行不怠，凝聚起“一起向未来”的坚定信心与磅礴力量，在奋斗中绽放梦想，在奋进中奔向远方。        
35,98462,2022-01-03,国内联播快讯,>                2021中国造船业新接订单量位居世界第一            全球权威研究机构的最新统计，以修正总吨计算，2021年中国船舶企业新接订单量965艘2280万吨，以近50%的市场份额位居世界第一。我国造船业在中高端船型领域的市场占有率进一步提升。            元旦假期全国铁路、公路、民航运行平稳            今天（1月3日）是2022年元旦假期的最后一天，全国铁路、公路、民航迎来返程客流，预计全天发送旅客2875万人次。元旦假期三天，铁路、公路、水路、民航预计发送旅客总量达8618.5万人次，总体运行平稳。            冬奥会北京颁奖广场具备赛时运行条件            今天（1月3日），冬奥会北京颁奖广场进行了颁奖仪式全要素演练，具备赛时运行条件。广场位于国家体育场和国家游泳中心之间，将为北京赛区32个项目的获奖运动员颁发奖牌、升国旗、奏国歌。颁奖仪式前后还将举行文化展示活动。            张家口赛区一系列保障工作有序推进            今天（1月3日），2022北京冬奥滑雪医疗保障梦之队在张家口赛区完成了冬奥会开幕前最后一次救援演练，雪上训练全部结束。滑雪医疗保障队将在赛时快速到达救援现场，切实保障运动员安全。张家口赛区无线电安全保障团队也在今天入驻场馆，全面开展场馆化作业和赛区保障。            鄱阳湖水鸟数量创有监测记录以来新高            日前，江西鄱阳湖国家级自然保护区管理局发布最新数据显示，野外监测统计到水鸟76.6万多只，创有监测记录以来新高，其中监测到白鹤4000多只，东方白鹳5500多只。            大型纪录片《记住乡愁》乡村振兴系列今晚开播            大型纪录片《记住乡愁》乡村振兴系列今晚（1月3日）8时在总台央视中文国际频道开播。乡村振兴系列共六十集，通过展现当代中国乡村风貌，彰显中华优秀传统文化在乡村振兴过程中的时代价值，勾勒中国乡村的美好画卷。        
